msa_iterations,tstt_veh_hours,modeled_delay_veh_hours,avg_trip_time_min_per_vehicle,avg_delay_min_per_vehicle,relative_gap,flow_conservation_max_residual_vph,tstt_change_vs_30_pct,delay_change_vs_30_pct
15,7666.2413539434365,3903.201244003751,18.398979249464247,9.367682985609003,0.027471601212587574,2.7284841053187847e-12,1.0048672242821244,0.9969712122250396
30,7589.972210864339,3864.6715808951835,18.215933306074415,9.27521179414844,0.008333733479012877,2.7284841053187847e-12,0.0,0.0
60,7553.894207826276,3849.356028168346,18.129346098783063,9.23845446760403,0.0036960621274447383,2.7853275241795927e-12,-0.47533774875250234,-0.39629635807992836
