analysis_cohort,modeled_vehicle_trips_in_hour,od_pairs,graph_nodes,directed_edges,tstt_veh_hours,modeled_delay_veh_hours,avg_trip_time_min_per_vehicle,avg_delay_min_per_vehicle,relative_gap,flow_conservation_max_residual_vph,reproduction_gate,calibration_status
baseline__20260718_0143,25000.0,250,1965,4423,7589.972210864339,3864.6715808951835,18.215933306074415,9.27521179414844,0.008333733479012877,2.7284841053187847e-12,PASS,Uncalibrated screening model
